Drug1,Drug2,Cell_Line,Senstivity,Synergy,Fold
MRK-003,CYCLOPHOSPHAMIDE,A2780,9.87865,2.016107411,4
MRK-003,CYCLOPHOSPHAMIDE,A2058,0.74115,-3.5525384,4
MRK-003,CARBOPLATIN,ZR751,3.6751,-10.0253929,2
MRK-003,CARBOPLATIN,VCAP,2.2988,7.383652476,2
MRK-003,CARBOPLATIN,UWB1289,19.10345,-22.91203294,2
MRK-003,CARBOPLATIN,UACC62,7.69115,-1.968944495,2
MRK-003,CARBOPLATIN,T47D,5.845,-36.19054664,2
MRK-003,CARBOPLATIN,SW837,1.7547,6.090205165,2
MRK-003,CARBOPLATIN,SW620,2.33575,0.880634507,2
MRK-003,CARBOPLATIN,SKOV3,4.26265,5.636261777,2
MRK-003,CARBOPLATIN,SKMES1,7.1336,-3.222362305,2
MRK-003,CARBOPLATIN,SKMEL30,10.1937,4.232238906,2
MRK-003,CARBOPLATIN,RPMI7951,13.19005,-5.420695401,2
MRK-003,CARBOPLATIN,RKO,1.90045,8.603725977,2
MRK-003,CARBOPLATIN,PA1,33.4804,10.3953174,2
MRK-003,CARBOPLATIN,OVCAR3,8.9116,-2.891704555,2
MRK-003,CARBOPLATIN,OV90,6.23015,-6.397714962,2
MRK-003,CARBOPLATIN,NCIH520,12.0922,-5.127499155,2
MRK-003,CARBOPLATIN,NCIH460,6.3445,-14.24193962,2
MRK-003,CARBOPLATIN,NCIH23,11.5315,-4.11060028,2
MRK-003,CARBOPLATIN,NCIH2122,3.5129,-4.212481911,2
MRK-003,CARBOPLATIN,NCIH1650,1.36935,-0.864687308,2
MRK-003,CARBOPLATIN,MSTO,8.41895,-18.45202428,2
MRK-003,CARBOPLATIN,MDAMB436,16.47385,6.346708409,2
MRK-003,CARBOPLATIN,LOVO,11.46195,-11.09833158,2
MRK-003,CARBOPLATIN,LNCAP,9.67565,-9.651886387,2
MRK-003,CARBOPLATIN,KPL1,12.2966,14.2697599,2
MRK-003,CARBOPLATIN,HT29,16.88235,4.296272558,2
MRK-003,CARBOPLATIN,HT144,3.4853,0.099552607,2
MRK-003,CARBOPLATIN,HCT116,1.8598,7.175235452,2
MRK-003,CARBOPLATIN,ES2,1.39235,-8.643369968,2
MRK-003,CARBOPLATIN,EFM192B,10.97405,-15.27384368,2
MRK-003,CARBOPLATIN,DLD1,2.93985,-7.676303427,2
MRK-003,CARBOPLATIN,COLO320DM,6.6281,9.282071386,2
MRK-003,CARBOPLATIN,CAOV3,11.3663,4.494039978,2
MRK-003,CARBOPLATIN,A427,15.31955,8.799907473,2
MRK-003,CARBOPLATIN,A375,2.12455,-5.678433072,2
MRK-003,CARBOPLATIN,A2780,25.68035,1.706231454,2
MRK-003,CARBOPLATIN,A2058,11.6504,3.248612777,2
MRK-003,BORTEZOMIB,ZR751,14.85775,-22.61482513,0
MRK-003,BORTEZOMIB,T47D,27.43715,0.234737812,0
MRK-003,BORTEZOMIB,NCIH520,24.2083,-20.52460047,0
MRK-003,BORTEZOMIB,NCIH460,22.1933,11.01938662,0
MRK-003,BORTEZOMIB,NCIH1650,31.4349,-7.265617163,0
MRK-003,BORTEZOMIB,KPL1,25.7752,5.387785471,0
MRK-003,BORTEZOMIB,ES2,19.5965,7.001281428,0
MRK-003,BORTEZOMIB,A427,34.56235,-5.642082959,0
MRK-003,BEZ-235,ZR751,25.50535,12.9687051,2
MRK-003,BEZ-235,VCAP,20.6878,41.99838718,2
MRK-003,BEZ-235,UWB1289,25.16615,17.01156437,2
MRK-003,BEZ-235,UACC62,26.7666,25.29485648,2
MRK-003,BEZ-235,T47D,25.63055,103.2081093,2
MRK-003,BEZ-235,SW837,23.6249,20.90173201,2
MRK-003,BEZ-235,SKOV3,27.26865,27.0094196,2
MRK-003,BEZ-235,SKMEL30,29.084,25.71338117,2
MRK-003,BEZ-235,RPMI7951,26.81365,32.7321409,2
MRK-003,BEZ-235,RKO,23.43195,7.743788934,2
MRK-003,BEZ-235,PA1,29.6894,41.44326272,2
MRK-003,BEZ-235,OVCAR3,24.2046,41.78390227,2
MRK-003,BEZ-235,OV90,22.2272,22.66092692,2
MRK-003,BEZ-235,NCIH520,37.6842,27.94910357,2
MRK-003,BEZ-235,NCIH460,17.75945,9.60174437,2
MRK-003,BEZ-235,NCIH23,28.4944,15.23748978,2
MRK-003,BEZ-235,NCIH1650,15.70785,22.5718613,2
MRK-003,BEZ-235,MSTO,22.9266,14.43909488,2
MRK-003,BEZ-235,MDAMB436,24.83965,29.43342464,2
MRK-003,BEZ-235,LOVO,36.7167,27.91776764,2
MRK-003,BEZ-235,LNCAP,31.6307,78.42964487,2
MRK-003,BEZ-235,KPL1,30.22535,16.47979871,2
MRK-003,BEZ-235,HT29,31.32005,26.10956488,2
MRK-003,BEZ-235,HT144,24.42725,23.38097587,2
MRK-003,BEZ-235,HCT116,14.5064,15.39016979,2
MRK-003,BEZ-235,EFM192B,20.9199,8.522269615,2
MRK-003,BEZ-235,DLD1,21.02465,11.90463406,2
MRK-003,BEZ-235,COLO320DM,28.30315,29.9324876,2
MRK-003,BEZ-235,CAOV3,23.12535,47.31021095,2
MRK-003,BEZ-235,A427,27.873,32.23472051,2
MRK-003,BEZ-235,A375,31.61405,34.29024013,2
MRK-003,BEZ-235,A2780,37.87405,24.6247986,2
MRK-003,BEZ-235,A2058,26.1524,21.56507558,2
MRK-003,AZD1775,ZR751,8.6565,-3.429415478,4
MRK-003,AZD1775,VCAP,8.4452,-3.714111355,4
MRK-003,AZD1775,UWB1289,33.7915,67.96326531,4
MRK-003,AZD1775,UACC62,14.99595,8.694008143,4
MRK-003,AZD1775,T47D,13.9821,4.545559571,4
MRK-003,AZD1775,SW837,18.9048,2.532930731,4
MRK-003,AZD1775,SW620,14.8146,-1.578169098,4
MRK-003,AZD1775,SKOV3,14.48545,21.80255602,4
MRK-003,AZD1775,SKMES1,27.16215,11.73999152,4
MRK-003,AZD1775,SKMEL30,22.2347,7.593248783,4
MRK-003,AZD1775,RPMI7951,15.4676,18.24184878,4
MRK-003,AZD1775,RKO,8.16505,-3.328040312,4
MRK-003,AZD1775,PA1,17.70225,11.98506433,4
MRK-003,AZD1775,OVCAR3,25.44605,16.55806242,4
MRK-003,AZD1775,OV90,7.7808,-4.637070047,4
MRK-003,AZD1775,NCIH520,18.10775,2.461137178,4
MRK-003,AZD1775,NCIH460,5.4683,-0.3082064,4
MRK-003,AZD1775,NCIH23,32.05035,0.642930938,4
MRK-003,AZD1775,NCIH2122,9.01045,-0.21761657,4
MRK-003,AZD1775,NCIH1650,17.4996,20.99260592,4
MRK-003,AZD1775,MSTO,13.27985,-14.39393188,4
MRK-003,AZD1775,MDAMB436,11.42285,7.914196175,4
MRK-003,AZD1775,LOVO,34.21865,5.006018425,4
MRK-003,AZD1775,LNCAP,5.3279,-13.44130693,4
MRK-003,AZD1775,KPL1,17.5188,-3.877839021,4
MRK-003,AZD1775,HT29,30.3096,-1.68495511,4
MRK-003,AZD1775,HT144,8.64705,5.025997768,4
MRK-003,AZD1775,HCT116,6.02995,2.729112564,4
MRK-003,AZD1775,ES2,11.5265,-2.661808407,4
MRK-003,AZD1775,EFM192B,11.05635,-11.40533553,4
MRK-003,AZD1775,DLD1,13.17875,4.402352116,4
MRK-003,AZD1775,COLO320DM,26.6257,17.92221693,4
MRK-003,AZD1775,CAOV3,25.50475,9.781466593,4
MRK-003,AZD1775,A427,30.50435,-0.590486604,4
MRK-003,AZD1775,A375,16.21005,8.468124805,4
MRK-003,AZD1775,A2780,27.9511,6.602227964,4
MRK-003,AZD1775,A2058,19.47175,10.20952408,4
MRK-003,ABT-888,ZR751,3.2,-18.40894358,0
MRK-003,ABT-888,VCAP,1.3652,0.273038681,0
MRK-003,ABT-888,UWB1289,7.6328,-1.466402241,0
MRK-003,ABT-888,UACC62,2.2282,2.358565978,0
MRK-003,ABT-888,T47D,10.1013,14.84455283,0
MRK-003,ABT-888,SW837,1.74735,-5.188426047,0
MRK-003,ABT-888,SW620,0.37485,2.967547338,0
MRK-003,ABT-888,SKOV3,1.22545,5.320234035,0
MRK-003,ABT-888,SKMES1,2.38435,1.978713667,0
MRK-003,ABT-888,SKMEL30,9.13705,4.784015268,0
MRK-003,ABT-888,RPMI7951,0.20595,8.654673244,0
MRK-003,ABT-888,RKO,1.94555,2.144226751,0
MRK-003,ABT-888,PA1,8.89925,18.23648255,0
MRK-003,ABT-888,OVCAR3,10.61025,22.95245209,0
MRK-003,ABT-888,OV90,3.9046,1.352297673,0
MRK-003,ABT-888,NCIH520,11.36735,3.243820346,0
MRK-003,ABT-888,NCIH460,1.2038,-2.870641791,0
MRK-003,ABT-888,NCIH23,1.3912,0.228512597,0
MRK-003,ABT-888,NCIH2122,2.1015,-4.144220815,0
MRK-003,ABT-888,NCIH1650,1.3223,-4.758914015,0
MRK-003,ABT-888,MSTO,2.9373,1.228948238,0
MRK-003,ABT-888,MDAMB436,2.6493,-2.421651514,0
MRK-003,ABT-888,LOVO,13.674,10.21763578,0
MRK-003,ABT-888,LNCAP,11.95115,6.198396571,0
MRK-003,ABT-888,KPL1,16.15055,20.1494603,0
MRK-003,ABT-888,HT29,17.17115,6.589106289,0
MRK-003,ABT-888,HT144,1.37195,-6.530799873,0
MRK-003,ABT-888,HCT116,1.90865,-3.857051871,0
MRK-003,ABT-888,ES2,0.0513,-11.81453934,0
MRK-003,ABT-888,EFM192B,1.6952,14.3923218,0
MRK-003,ABT-888,DLD1,2.1571,3.320466434,0
MRK-003,ABT-888,COLO320DM,6.50375,5.882610805,0
MRK-003,ABT-888,CAOV3,2.9823,20.83110519,0
MRK-003,ABT-888,A427,13.7746,3.844056909,0
MRK-003,ABT-888,A375,1.7224,4.053683419,0
MRK-003,ABT-888,A2780,12.9463,7.999703677,0
MRK-003,ABT-888,A2058,1.3099,10.2687708,0
MRK-003,5-FU,ZR751,12.58625,-7.16867818,0
MRK-003,5-FU,VCAP,4.0474,11.50750632,0
MRK-003,5-FU,UWB1289,15.5433,-10.5857644,0
MRK-003,5-FU,UACC62,10.6085,12.48131093,0
MRK-003,5-FU,SW837,16.298,1.084994386,0
MRK-003,5-FU,SW620,10.25535,0.985785321,0
MRK-003,5-FU,SKOV3,7.7904,6.054162879,0
MRK-003,5-FU,SKMES1,14.2,2.644908956,0
MRK-003,5-FU,SKMEL30,18.96495,8.273451042,0
MRK-003,5-FU,RPMI7951,7.10535,8.451469115,0
MRK-003,5-FU,RKO,16.15575,-0.90157903,0
MRK-003,5-FU,PA1,35.7488,16.95294579,0
MRK-003,5-FU,OVCAR3,18.91145,13.91661369,0
MRK-003,5-FU,OV90,5.6385,-0.177027545,0
MRK-003,5-FU,NCIH520,20.86725,-0.789850789,0
MRK-003,5-FU,NCIH460,11.7704,-8.296710121,0
MRK-003,5-FU,NCIH23,18.2147,1.917049906,0
MRK-003,5-FU,NCIH2122,27.44975,-11.30174615,0
MRK-003,5-FU,NCIH1650,9.2028,4.438575589,0
MRK-003,5-FU,MSTO,4.24255,-46.93608306,0
MRK-003,5-FU,MDAMB436,13.0224,4.403041251,0
MRK-003,5-FU,LOVO,18.07145,-0.374344648,0
MRK-003,5-FU,LNCAP,11.95195,-8.420717605,0
MRK-003,5-FU,KPL1,17.63955,-1.948417936,0
MRK-003,5-FU,HT29,29.3927,3.720045566,0
MRK-003,5-FU,HT144,9.51385,8.948042749,0
MRK-003,5-FU,HCT116,16.2936,-0.6542619,0
MRK-003,5-FU,ES2,12.5679,1.148975491,0
MRK-003,5-FU,EFM192B,9.98915,-8.735215925,0
MRK-003,5-FU,DLD1,21.4008,4.956220532,0
MRK-003,5-FU,COLO320DM,23.5828,12.21165834,0
MRK-003,5-FU,CAOV3,12.66885,9.750670004,0
MRK-003,5-FU,A427,26.20675,4.466435384,0
MRK-003,5-FU,A375,5.0613,6.231896734,0
MRK-003,5-FU,A2780,33.62945,5.532973112,0
MRK-003,5-FU,A2058,13.73475,12.5716044,0
MK-8669,GELDANAMYCIN,ZR751,33.56525,2.686399816,4
MK-8669,GELDANAMYCIN,VCAP,4.17745,11.43195398,4
MK-8669,GELDANAMYCIN,UWB1289,9.85895,-14.25676924,4
MK-8669,GELDANAMYCIN,T47D,9.98075,31.55305418,4
MK-8669,GELDANAMYCIN,SW837,18.7378,7.535443253,4
MK-8669,GELDANAMYCIN,SW620,26.2814,-4.220686346,4
MK-8669,GELDANAMYCIN,SKMES1,28.0877,25.78864224,4
MK-8669,GELDANAMYCIN,SKMEL30,17.2022,42.51383953,4
MK-8669,GELDANAMYCIN,RPMI7951,37.5663,2.614256176,4
MK-8669,GELDANAMYCIN,RKO,30.4693,22.96534037,4
MK-8669,GELDANAMYCIN,PA1,8.97565,16.24393153,4
MK-8669,GELDANAMYCIN,OV90,39.1801,19.11010735,4
MK-8669,GELDANAMYCIN,NCIH23,31.83585,0.690113044,4
MK-8669,GELDANAMYCIN,NCIH2122,38.27205,9.238100154,4
MK-8669,GELDANAMYCIN,NCIH1650,24.00755,0.757296748,4
MK-8669,GELDANAMYCIN,MSTO,34.75635,58.24143384,4
MK-8669,GELDANAMYCIN,LOVO,12.04225,5.763741367,4
MK-8669,GELDANAMYCIN,LNCAP,28.8351,46.33929327,4
MK-8669,GELDANAMYCIN,KPL1,26.76025,40.09982029,4
MK-8669,GELDANAMYCIN,HT29,40.43615,-0.524660922,4
MK-8669,GELDANAMYCIN,HT144,24.07925,25.17810212,4
MK-8669,GELDANAMYCIN,HCT116,14.60605,7.451390811,4
MK-8669,GELDANAMYCIN,ES2,6.92775,21.90875084,4
MK-8669,GELDANAMYCIN,EFM192B,26.2185,37.52360622,4
MK-8669,GELDANAMYCIN,DLD1,21.9397,10.17820115,4
MK-8669,GELDANAMYCIN,COLO320DM,1.62705,2.419170123,4
MK-8669,GELDANAMYCIN,A375,15.1304,17.0880602,4
MK-8669,GELDANAMYCIN,A2780,27.9164,13.90290143,4
MK-8669,GELDANAMYCIN,A2058,31.63295,20.58591637,4
MK-8669,TOPOTECAN,ZR751,26.7051,27.5378498,2
MK-8669,TOPOTECAN,VCAP,17.1586,27.35834307,2
MK-8669,TOPOTECAN,UWB1289,34.28835,-2.519983906,2
MK-8669,TOPOTECAN,UACC62,35.14405,17.88319221,2
MK-8669,TOPOTECAN,T47D,26.129,15.72441152,2
MK-8669,TOPOTECAN,SW837,16.4113,6.973520709,2
MK-8669,TOPOTECAN,SW620,33.8928,15.03990878,2
MK-8669,TOPOTECAN,SKMEL30,23.5602,31.66894971,2
MK-8669,TOPOTECAN,RPMI7951,39.0239,2.251016318,2
MK-8669,TOPOTECAN,RKO,26.6169,24.56279779,2
MK-8669,TOPOTECAN,PA1,45.67255,-14.15142293,2
MK-8669,TOPOTECAN,OVCAR3,24.0772,9.861542673,2
MK-8669,TOPOTECAN,OV90,31.02375,16.72337085,2
MK-8669,TOPOTECAN,NCIH520,32.2476,23.89003247,2
MK-8669,TOPOTECAN,NCIH460,35.04675,3.289868508,2
MK-8669,TOPOTECAN,NCIH23,25.0065,4.394773533,2
MK-8669,TOPOTECAN,NCIH2122,34.962,10.60059463,2
MK-8669,TOPOTECAN,NCIH1650,19.9388,26.44532958,2
MK-8669,TOPOTECAN,MSTO,38.8068,29.45834731,2
MK-8669,TOPOTECAN,MDAMB436,30.23875,19.18327943,2
MK-8669,TOPOTECAN,LOVO,32.3138,18.6708997,2
MK-8669,TOPOTECAN,LNCAP,0,-151.6624548,2
MK-8669,TOPOTECAN,KPL1,23.21235,53.40176866,2
MK-8669,TOPOTECAN,HT29,35.50395,23.95055575,2
MK-8669,TOPOTECAN,HT144,23.2909,33.45451181,2
MK-8669,TOPOTECAN,ES2,37.8636,12.51629488,2
MK-8669,TOPOTECAN,EFM192B,28.73505,16.15333073,2
MK-8669,TOPOTECAN,DLD1,29.52225,18.89382884,2
MK-8669,TOPOTECAN,COLO320DM,17.5282,8.301882094,2
MK-8669,TOPOTECAN,CAOV3,44.8369,16.14368034,2
MK-8669,TOPOTECAN,A427,37.1874,25.65327168,2
MK-8669,TOPOTECAN,A375,40.3303,27.92125327,2
MK-8669,TOPOTECAN,A2780,40.0787,14.24365834,2
MK-8669,TOPOTECAN,A2058,31.2405,-12.66791778,2
MK-8669,SORAFENIB,ZR751,26.61315,-2.905225386,4
MK-8669,SORAFENIB,VCAP,13.7686,18.83396146,4
MK-8669,SORAFENIB,UWB1289,35.8977,14.38410925,4
MK-8669,SORAFENIB,SW837,26.3277,17.09254703,4
MK-8669,SORAFENIB,SKMEL30,34.36735,20.14689841,4
MK-8669,SORAFENIB,RPMI7951,29.01945,11.81134621,4
MK-8669,SORAFENIB,RKO,30.5062,19.64696128,4
MK-8669,SORAFENIB,PA1,29.9466,9.203536468,4
MK-8669,SORAFENIB,OVCAR3,11.92885,11.99411978,4
MK-8669,SORAFENIB,OV90,32.6732,14.70212985,4
MK-8669,SORAFENIB,NCIH23,25.98745,21.48864779,4
MK-8669,SORAFENIB,NCIH1650,25.99,22.15964253,4
MK-8669,SORAFENIB,MSTO,44.4502,-7.5985978,4
MK-8669,SORAFENIB,MDAMB436,23.19905,9.000761548,4
MK-8669,SORAFENIB,LOVO,29.3336,7.138885044,4
MK-8669,SORAFENIB,LNCAP,34.2859,3.595747533,4
MK-8669,SORAFENIB,KPL1,30.3746,7.15121608,4
MK-8669,SORAFENIB,HT29,30.36135,13.61238605,4
MK-8669,SORAFENIB,EFM192B,21.18965,14.53200264,4
MK-8669,SORAFENIB,DLD1,33.84245,25.9497875,4
MK-8669,SORAFENIB,COLO320DM,23.4013,9.502971608,4
MK-8669,SORAFENIB,CAOV3,24.1395,16.11352673,4
MK-8669,SORAFENIB,A427,35.7055,14.88557069,4
MK-8669,SORAFENIB,A2780,40.23645,11.53972816,4
MK-8669,SORAFENIB,A2058,23.7253,16.36238641,4
MK-8669,SN-38,ZR751,19.9782,27.65712714,3
MK-8669,SN-38,VCAP,7.5943,28.27510877,3
MK-8669,SN-38,UWB1289,22.35765,5.701052954,3
MK-8669,SN-38,UACC62,15.03265,16.15457291,3
MK-8669,SN-38,T47D,9.3436,-23.09505806,3
MK-8669,SN-38,SW837,8.91245,0.013332722,3
MK-8669,SN-38,SW620,14.4124,4.714020484,3
MK-8669,SN-38,SKOV3,12.0411,21.10863801,3
MK-8669,SN-38,SKMES1,8.0482,14.4539941,3
MK-8669,SN-38,SKMEL30,10.6869,25.32226033,3
MK-8669,SN-38,RPMI7951,25.55675,72.45465002,3
MK-8669,SN-38,RKO,16.7745,17.41062393,3
MK-8669,SN-38,PA1,34.5679,6.897195231,3
MK-8669,SN-38,OVCAR3,13.09955,28.68063887,3
MK-8669,SN-38,OV90,20.6886,11.05502581,3
MK-8669,SN-38,NCIH520,20.0466,4.800904065,3
MK-8669,SN-38,NCIH460,2.6354,1.904342298,3
MK-8669,SN-38,NCIH23,9.70685,6.293953621,3
MK-8669,SN-38,NCIH2122,22.1444,7.55277985,3
MK-8669,SN-38,NCIH1650,4.39945,16.48030501,3
MK-8669,SN-38,MSTO,30.66115,41.1560826,3
MK-8669,SN-38,MDAMB436,19.4288,10.31724823,3
MK-8669,SN-38,LOVO,11.1386,-2.029860089,3
MK-8669,SN-38,KPL1,20.9248,41.01096111,3
MK-8669,SN-38,HT29,10.87745,10.91542207,3
MK-8669,SN-38,HT144,7.52365,26.9966235,3
MK-8669,SN-38,HCT116,1.40665,-3.973335813,3
MK-8669,SN-38,ES2,7.9407,10.77929233,3
MK-8669,SN-38,EFM192B,14.5376,37.90775382,3
MK-8669,SN-38,DLD1,4.6566,1.879021932,3
MK-8669,SN-38,COLO320DM,5.8834,3.36136019,3
MK-8669,SN-38,CAOV3,15.9026,9.973014208,3
MK-8669,SN-38,A427,16.799,17.37671087,3
MK-8669,SN-38,A375,7.07365,28.43336076,3
MK-8669,SN-38,A2780,32.19085,14.84389602,3
MK-8669,SN-38,A2058,21.4681,13.35683259,3
MK-8669,OXALIPLATIN,ZR751,21.9568,4.377619389,1
MK-8669,OXALIPLATIN,VCAP,7.0147,10.29466497,1
MK-8669,OXALIPLATIN,UWB1289,19.68345,14.32383154,1
MK-8669,OXALIPLATIN,UACC62,10.59575,-6.282814484,1
MK-8669,OXALIPLATIN,T47D,11.34405,22.10993002,1
MK-8669,OXALIPLATIN,SW837,19.1012,6.64013948,1
MK-8669,OXALIPLATIN,SW620,24.2534,3.906486972,1
MK-8669,OXALIPLATIN,SKOV3,12.4864,16.3591777,1
MK-8669,OXALIPLATIN,SKMES1,11.9104,0.37290354,1
MK-8669,OXALIPLATIN,SKMEL30,13.00835,14.4937249,1
MK-8669,OXALIPLATIN,RPMI7951,23.64135,8.139040647,1
MK-8669,OXALIPLATIN,RKO,13.54285,-3.766125587,1
MK-8669,OXALIPLATIN,PA1,32.7658,-16.74006526,1
MK-8669,OXALIPLATIN,OVCAR3,7.0857,15.13441789,1
MK-8669,OXALIPLATIN,OV90,18.76935,-2.4627537,1
MK-8669,OXALIPLATIN,NCIH23,14.7712,-22.07445918,1
MK-8669,OXALIPLATIN,NCIH2122,6.3385,-6.124797983,1
MK-8669,OXALIPLATIN,NCIH1650,11.57875,9.252860616,1
MK-8669,OXALIPLATIN,MSTO,29.78855,11.68113748,1
MK-8669,OXALIPLATIN,MDAMB436,21.4117,3.034447409,1
MK-8669,OXALIPLATIN,LOVO,21.3383,-12.62806223,1
MK-8669,OXALIPLATIN,LNCAP,31.82,18.69432049,1
MK-8669,OXALIPLATIN,KPL1,14.2519,12.13635675,1
MK-8669,OXALIPLATIN,HT29,20.7803,12.74301006,1
MK-8669,OXALIPLATIN,HT144,4.94195,-3.097087387,1
MK-8669,OXALIPLATIN,HCT116,2.58305,-5.669667804,1
MK-8669,OXALIPLATIN,ES2,6.7094,-6.230802528,1
MK-8669,OXALIPLATIN,DLD1,8.0734,-1.066727448,1
MK-8669,OXALIPLATIN,COLO320DM,11.43835,9.04746733,1
MK-8669,OXALIPLATIN,CAOV3,14.22545,-12.98368173,1
MK-8669,OXALIPLATIN,A427,9.6213,9.904098494,1
MK-8669,OXALIPLATIN,A375,3.0437,-4.207626691,1
MK-8669,OXALIPLATIN,A2780,37.2796,-6.030236867,1
MK-8669,OXALIPLATIN,A2058,15.3055,3.366985306,1
MK-8669,MK-8776,VCAP,7.074,16.21008801,2
MK-8669,MK-8776,UWB1289,35.1221,-6.20061407,2
MK-8669,MK-8776,UACC62,12.5869,33.02638245,2
MK-8669,MK-8776,T47D,15.62515,29.89624814,2
MK-8669,MK-8776,SW837,16.3203,5.815730375,2
MK-8669,MK-8776,SW620,1.8747,0.09082695,2
MK-8669,MK-8776,SKMES1,38.37035,-4.078115393,2
MK-8669,MK-8776,RPMI7951,36.6553,20.5268354,2
MK-8669,MK-8776,RKO,34.36045,59.98909867,2
MK-8669,MK-8776,PA1,13.3255,8.324089724,2
MK-8669,MK-8776,OVCAR3,18.7292,37.93570102,2
MK-8669,MK-8776,OV90,25.38115,20.71815063,2
MK-8669,MK-8776,NCIH520,15.6906,5.181556099,2
MK-8669,MK-8776,NCIH460,1.70085,4.311463672,2
MK-8669,MK-8776,NCIH23,27.33825,28.35880461,2
MK-8669,MK-8776,NCIH1650,16.46345,27.40191109,2
MK-8669,MK-8776,MSTO,40.5128,28.57924493,2
MK-8669,MK-8776,MDAMB436,26.8969,31.09414288,2
MK-8669,MK-8776,LOVO,30.61855,19.8264716,2
MK-8669,MK-8776,KPL1,22.0823,23.58303656,2
MK-8669,MK-8776,HT29,20.5331,29.37671336,2
MK-8669,MK-8776,HT144,10.1878,42.27239915,2
MK-8669,MK-8776,HCT116,0.313,-2.796646925,2
MK-8669,MK-8776,EFM192B,22.263,30.0619252,2
MK-8669,MK-8776,DLD1,10.0674,15.24650043,2
MK-8669,MK-8776,COLO320DM,12.5813,2.602949876,2
MK-8669,MK-8776,CAOV3,28.78555,59.7006634,2
MK-8669,MK-8776,A427,13.83105,31.27105198,2
MK-8669,MK-8776,A375,24.38755,60.06891772,2
MK-8669,MK-8776,A2780,33.88105,52.98183075,2
MK-8669,MK-8776,A2058,23.54955,61.78624825,2
MK-8669,DINACICLIB,ZR751,25.8535,13.78134972,3
MK-8669,DINACICLIB,VCAP,21.94645,25.02618436,3
MK-8669,DINACICLIB,UACC62,21.70985,13.85735314,3
MK-8669,DINACICLIB,T47D,23.313,22.72587666,3
MK-8669,DINACICLIB,SW837,16.7545,19.26484083,3
MK-8669,DINACICLIB,SKOV3,14.6916,13.57705298,3
MK-8669,DINACICLIB,SKMES1,12.5636,2.699705226,3
MK-8669,DINACICLIB,RPMI7951,36.6655,23.62393784,3
MK-8669,DINACICLIB,RKO,26.5516,26.28722054,3
MK-8669,DINACICLIB,OV90,29.3251,15.25834027,3
MK-8669,DINACICLIB,NCIH520,34.74645,-1.990652148,3
MK-8669,DINACICLIB,NCIH460,7.64865,8.922015995,3
MK-8669,DINACICLIB,NCIH1650,15.90085,23.35658885,3
MK-8669,DINACICLIB,MSTO,24.5946,15.67888311,3
MK-8669,DINACICLIB,KPL1,33.10575,21.62429127,3
MK-8669,DINACICLIB,HT144,19.112,-0.143698773,3
MK-8669,DINACICLIB,EFM192B,25.92865,21.94667618,3
MK-8669,DINACICLIB,DLD1,20.0082,15.20402752,3
MK-8669,DINACICLIB,COLO320DM,16.5315,15.77911103,3
MK-8669,DINACICLIB,A2780,43.5467,31.92794058,3
MK-8669,DINACICLIB,A2058,27.15175,14.96484533,3
MK-8669,BEZ-235,ZR751,36.0381,63.90878282,3
MK-8669,BEZ-235,VCAP,24.9546,88.20447518,3
MK-8669,BEZ-235,UWB1289,32.5455,80.78180204,3
MK-8669,BEZ-235,UACC62,34.5554,102.4787821,3
MK-8669,BEZ-235,T47D,34.71975,179.1233246,3
MK-8669,BEZ-235,SW837,32.51525,101.5509715,3
MK-8669,BEZ-235,SW620,36.06155,82.79496881,3
MK-8669,BEZ-235,SKOV3,35.3307,67.99989156,3
MK-8669,BEZ-235,SKMES1,36.15015,90.84458241,3
MK-8669,BEZ-235,SKMEL30,36.20805,121.0564092,3
MK-8669,BEZ-235,RPMI7951,36.04445,75.29882288,3
MK-8669,BEZ-235,RKO,28.2653,44.35690404,3
MK-8669,BEZ-235,PA1,37.0628,94.7031534,3
MK-8669,BEZ-235,OVCAR3,28.67935,84.29086577,3
MK-8669,BEZ-235,OV90,33.19745,63.57179273,3
MK-8669,BEZ-235,NCIH520,41.70995,77.37379228,3
MK-8669,BEZ-235,NCIH460,24.24085,75.05127147,3
MK-8669,BEZ-235,NCIH23,34.09255,64.79024972,3
MK-8669,BEZ-235,NCIH2122,40.8958,107.4570426,3
MK-8669,BEZ-235,NCIH1650,25.94,80.70328515,3
MK-8669,BEZ-235,MSTO,45.45535,155.2523888,3
MK-8669,BEZ-235,MDAMB436,24.48345,37.14062847,3
MK-8669,BEZ-235,LOVO,37.1644,56.87485083,3
MK-8669,BEZ-235,LNCAP,40.0329,139.6131195,3
MK-8669,BEZ-235,KPL1,34.43505,65.72843906,3
MK-8669,BEZ-235,HT29,27.15945,52.84762555,3
MK-8669,BEZ-235,HT144,31.04065,93.01822106,3
MK-8669,BEZ-235,HCT116,15.7429,40.8803063,3
MK-8669,BEZ-235,ES2,33.1078,84.57574208,3
MK-8669,BEZ-235,EFM192B,35.4715,88.17896877,3
MK-8669,BEZ-235,DLD1,32.18105,61.94896316,3
MK-8669,BEZ-235,COLO320DM,32.01495,53.06067388,3
MK-8669,BEZ-235,CAOV3,26.1349,75.9558035,3
MK-8669,BEZ-235,A427,25.681,60.80700067,3
MK-8669,BEZ-235,A375,33.34655,69.91835046,3
MK-8669,BEZ-235,A2780,38.31225,72.08907467,3
MK-8669,BEZ-235,A2058,37.73895,86.59857058,3
